REF_AREA_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Middle East and North Africa,3034473659251.687,3063709426421.779,3244017151726.839,3321331749168.072,3405478673268.631,3503464049142.89,3689818998648.406,3848823847275.53,4037523199256.291,4158778066018.827,4420875772757.289,4514091785171.138,4612178241936.467,4798261073506.311,5184330811620.381,5436918046673.165,5750911892903.44,6059076265737.379,6345143143068.164,6431583472364.543,6756506245468.91,7035457723487.14,7237315711067.322,7355119198983.572,7575528173906.585,7800834613227.247,8164026961257.452,8330513036360.193,8524241065255.196,8653513101928.66,8419300973225.729,8790622177691.813,9283245110850.809,9483620989829.03
Middle income,17403062321004.89,17734346234016.34,18346519234496.6,19066342843932.33,19811284916820.05,20654096591231.0,21863486845613.91,22980973053198.12,23635900141085.16,24521762550963.63,25842196599057.02,26778267037787.73,27989383229412.37,29595793934640.64,31839222620317.68,34057941586607.34,36725723912921.1,39779886165373.37,41933866505284.56,43425524079587.42,46802926233765.65,49656407167577.38,52301569246585.82,55133954200658.35,57892006057829.13,60609063813092.66,63590014985343.03,66941848938354.7,70265886806883.91,73050105358390.81,71778280164797.12,76925714284079.92,80011885971929.14,83838351131954.77
Moldova,47357419839.872,39780232536.91003,28204184901.43166,27865734701.50373,19255222615.7222,18985649681.08055,17869851603.58375,18164179596.3378,16975844077.91383,16404054449.82359,16749805343.56376,17771543536.40173,19157723871.41588,20422133638.8404,21933371473.70632,23578374366.99675,24710136298.11106,25451440442.86353,27436652834.41716,25790453592.04879,27621575824.6951,29228644998.55353,29056273754.48004,31684084103.35872,33268169763.8176,33155644962.76012,34696060989.74066,36144833893.67236,37617951104.98201,38954258880.70347,35730412861.10957,40707659297.26331,38665973842.63225,38968822263.88681
Mongolia,13930857674.50033,12719772331.1187,11542370967.68356,11176617291.75784,11415169077.08958,12143048987.25674,12414457527.57034,12898213380.39968,13329005529.75496,13738255184.99672,13895704125.96892,14306004046.77346,14983104137.63819,16032615830.29897,17736146348.26439,19022667065.95447,20650291128.50587,22766536341.53746,24792841843.2819,24478320115.43333,26036404766.99355,30538301606.89389,34300565349.93061,38296209459.51733,41315951926.47752,42299203744.55779,42929370719.98235,45349246281.16228,48861491267.82092,51598831338.49219,49247084583.65465,50053145881.85992,52572175378.10411,56474141515.84187
Montenegro,,,,,,,,8902442718.764647,9338662932.450424,8460828791.960726,8723114489.52712,8819054679.345661,8986963900.918112,9210079589.591816,9617722383.344751,10019801318.952,10878139385.67302,11618957008.67346,12458165527.19534,11736202751.12507,12057109390.83533,12446367262.01989,12107354259.17411,12537041829.76143,12760664866.98666,13193300074.7859,13582407477.57875,14223017009.86559,14945245999.24427,15552463123.06363,13171864116.21335,14889931503.5541,15843881816.16302,16848019124.65236
Morocco,108500615233.6375,116330115276.0852,113889813365.3403,113046354860.0325,125015703383.031,118258044704.8797,132889966255.5943,130815949435.2987,140285130844.9857,142665855758.8749,146349746258.4984,157650617839.0433,163531297047.1219,173622980434.3551,181559946924.0944,187355793839.8544,201952346516.9786,208901663617.481,220776760915.4596,229046549271.1502,237062164034.8047,250159007579.8706,257819736151.0265,268447614492.4589,275747360357.991,287727433233.8454,289227026912.9041,303855835390.3711,313170965464.5037,322224659036.0236,299094704579.6335,323485096796.5554,328425372774.826,339602809128.7397
Mozambique,7170866773.5068,7524064320.902831,6953992508.535131,7714789540.903566,8211636159.037372,8385960474.422556,9282915341.56564,10379686771.26934,11455980625.09427,12809732312.12661,12907884958.84313,14566765289.36091,15975153770.20318,17128192582.17149,18533510246.44431,19703349820.5116,21656085291.28395,23312635904.32046,24916085861.70493,26393353584.69864,28156358172.29455,30165049214.09643,32576595027.05636,34717337919.72148,37391464636.44796,40155850652.31355,42041967039.14838,43151121313.37424,44654908558.83741,45689926257.97668,45132727326.97611,46205728911.29473,48222355191.16015,50844136708.15916
Myanmar,30871439712.1178,30670584905.41552,33633652463.26971,35664926709.72628,38331935077.61398,40995257643.61552,43636465399.42031,46102616443.61052,48807094193.436,54149094093.20342,61592390964.02467,68579429990.30228,76826458556.7683,87462311090.3562,99326277631.595,112803810601.7871,127554151235.7195,142849724677.3563,157499400196.0515,174115601243.1845,190890663421.5222,201564281228.4356,216344325709.8647,234573500811.7455,253737938743.4384,271481427555.5426,287396952715.713,305031940823.1658,324153972904.2281,345480419570.2711,314220151769.1628,276462287916.2097,287624434643.6658,290381161330.7357
Namibia,9970961728.405804,10785151825.93274,11560533332.30363,11377930181.31111,11574754661.73013,12026055992.04892,12409846439.38884,12933554406.68415,13359273423.77328,13809384540.90442,14291633570.46458,14459981681.55621,15152421216.58952,15794852707.00931,17732809757.80073,18181319093.2527,19467315667.92678,20513497807.06738,21057066941.33344,21119389734.82152,22394842369.46768,23535039520.11346,24726308395.58253,26114621285.00025,27705659590.29276,28887077272.02634,28896839500.97111,28599997269.54108,28903139937.20162,28660598613.12246,26338688299.73035,27287889637.5942,28747700069.25229,29943600297.02273
Nauru,293916515.8905575,238090726.055803,199376465.4631705,167242190.2145745,160776372.6446983,148037336.3261772,130480799.4431198,118798052.2262562,104794157.1466328,97911042.13075756,91198071.88634709,85032063.31897739,76553287.62573324,76771186.78472787,73458581.9358325,73197327.31597498,79293757.62430444,61702195.66683898,74277663.14820878,70079539.54190443,69967428.4591351,80038983.29624039,100272294.4104145,103929967.4203117,120998734.7988484,124263301.5646496,129685208.3136877,121889532.1834347,120403550.0631303,130621882.2043221,133210572.1289802,142810518.1144614,147127160.6394969,147996240.3006011
Nepal,35305600051.52039,37553913761.50461,39096030161.26843,40601168688.71262,43936961801.55286,45460894184.9277,47883179815.63628,50300616038.83637,51817878527.09018,54104380389.45395,57458851963.8193,60216814884.43245,60289161279.14526,62667591457.10301,65602066132.32851,67884480784.49442,70168532058.67781,72562373827.31233,76992044903.59753,80482154910.79443,84358509208.09549,87245096016.34833,91319565822.45148,94538720393.05128,100221899349.0028,104206775456.9582,104658109297.9874,114053560138.8305,122747151452.5904,130918497364.8913,127816225643.8848,134000165871.6508,141546136721.0866,144309888216.3483
Netherlands,644251296985.6758,659965452295.7933,671224931412.6423,679665934776.6005,699791471691.0781,721597225898.4675,746280017237.764,777985571727.998,814144663281.1328,855204596020.6425,891292123922.5304,912001970582.4856,914243542464.2758,915137967473.0948,933589985975.2568,952578863182.43,986275151825.8164,1024594964490.327,1046283753219.078,1007934414784.062,1021232297453.3,1039342271448.157,1029178782335.901,1028867636358.084,1045459259515.174,1067629323189.516,1093511708898.476,1123928241177.214,1149314862385.541,1175750156932.621,1130272688841.589,1201217992333.65,1261365795152.494,1262306278592.0
New Zealand,102212419469.015,101097563406.4023,102203334100.5785,108736191756.796,114302295157.1547,119700307480.1811,124022533014.8989,126601149730.6364,127688748065.6972,134553245597.9218,138415717909.3358,143137729666.7432,149885017753.813,156973031896.4474,163390497018.9733,168869374880.0448,173563219643.0477,178856742523.4031,176639750400.6614,176547981771.5954,179098431492.9284,183112640245.1436,187304936332.2229,192474888955.0605,199701011080.2808,207157918272.8845,214922842247.9907,222224378365.7459,230001113887.6044,235433653206.2772,234433280410.5034,245091197885.0915,251892092971.5334,253739223159.5712
Nicaragua,17412055616.42117,17379097817.42704,17446241367.20427,17377688796.08468,17957708452.83713,19019351644.08959,20225990352.82074,21028284786.76884,21808787735.38952,23343247598.89938,24300691966.62062,25020197422.87844,25208834418.12138,25844281799.87474,27217174131.54824,28382721944.12836,29561513034.94783,31062001486.6788,32128910467.02929,31071454165.91716,32441595146.04551,34491085257.75166,36731618991.95936,38541060801.95457,40385825781.73521,42320888723.71387,44251971590.22375,46301959211.36349,44744505929.48557,43448245100.24649,42685314383.82426,47088770380.59841,48855675134.021,51087999962.57434
Niger,11698663466.80165,11647249115.96582,11880281727.69497,11918495304.25014,12139557027.36109,12437855578.89106,12450359417.82631,12640535633.80439,13901127580.99333,13870605915.2577,13702982730.22918,14698934000.67813,15421896744.47924,15756646036.58485,15813968963.6196,16973428426.83932,17980130949.05199,18545196854.69872,19979002842.89148,20371110933.88493,22118578797.11819,22640081122.86044,25028370732.55045,26358661332.53412,28109439638.65809,29344188610.64785,31028807124.69027,32581910868.92131,34931528663.0687,37006409966.53376,38320374766.35614,38850574077.52237,43473792392.7583,44560637202.57726
Nigeria,354556738794.545,355827302092.3768,372306351007.0947,364729474560.9871,358109910022.2316,357849690301.4758,372864791507.5228,383816201133.4742,393723472569.1016,396023317256.1119,415887588481.34,440498504462.8436,508023206248.5347,545348661694.2731,595796457196.3553,634156910550.5903,672583192155.5427,716914027134.5868,765409481340.3479,826924868071.5529,893125627695.567,940532059050.2788,980317140517.9502,1045717384877.575,1111699209792.436,1141189180195.949,1122737646691.268,1131785639153.576,1153547130626.177,1179022403184.635,1157867757369.246,1200097354375.405,1239120696928.781,1274562212859.958
North America,12201467692863.16,12165908763221.77,12565458287483.55,12910205288642.7,13435482196719.58,13796201485222.85,14291273684607.08,14924765190559.27,15586211874263.37,16337200879686.81,17018614039819.8,17195243710772.15,17507055648641.07,17981131448623.17,18660938756982.92,19306421190213.61,19841733059168.91,20240226110080.93,20278636731257.39,19749898823393.43,20288687340369.1,20633794979057.43,21095818444700.79,21546340630112.09,22096452681003.23,22701933474278.47,23099343372506.83,23678657510515.64,24376261852207.31,24991630349180.82,24388586004764.84,25849516676960.98,26527460253736.3,27256479280858.83
North Macedonia,26606855369.1912,24965008145.90158,23326005761.42923,21583723103.31918,21204245383.05785,20967875787.43863,21216366898.78012,21521878622.42528,22249046007.38461,23214438324.03812,24270494644.63358,23526056289.84311,23877456869.57466,24408157621.68467,25549016773.65441,26755974973.20634,28130436139.79396,29951456226.26756,31590400327.34087,31477112458.38767,32534350243.07496,33295616964.31024,33143727945.5223,34113267387.55132,35351279995.2849,36714377677.31445,37760078489.12977,38168556724.12259,39268038913.23576,40803583979.24612,38890528342.26767,40644755427.90362,41766097144.56365,42631803830.74507
Norway,241998625101.4919,249462924068.4164,258379873883.9453,265731253439.3474,279164696354.6337,290765642822.4557,305385235440.7086,321523643732.134,330104102202.1605,336944014912.3992,348127003708.9657,355323243044.0204,360218023256.4057,363621757186.6577,378219672678.2318,388375335686.9089,397935090232.7721,409531077880.7657,411504688172.4911,403519996484.7119,406695908063.9879,411192565884.4314,422368612333.2381,426660683415.6162,435399257397.8872,443486100774.1326,448651490868.585,459705125307.9121,463515624144.6639,468724510173.0402,462733405736.8667,480820205179.1757,495271906326.0936,497647464385.0568
OECD members,36629118941003.21,37069936245100.31,37830646046487.27,38347137416411.88,39556897559100.12,40610371734719.97,41894666537896.2,43441936988572.06,44738027656835.21,46203408585862.34,48123209090566.91,48794028000653.12,49557921451772.74,50565179547757.45,52247467175758.65,53744903955595.88,55477824794055.2,56989355683978.39,57253540513800.47,55261442684934.67,56938174448577.15,58126029938520.12,58884628504875.11,59827838853381.52,61150876393326.38,62724429884196.46,63903301008135.77,65608895882888.58,67157067789113.65,68378459372519.77,65598655896203.05,69591857199397.24,71800817658431.3,73086235876276.3
Oman,62093919315.84574,65865552351.32559,71407403692.96153,75722525016.8907,78657359079.77657,82587725352.43246,85103297839.52621,90238015958.62811,90176767724.13568,90445129903.4862,96045863748.23694,100476619353.4463,99688716081.11575,97500882042.68176,99443601849.50558,102207580679.7656,106980485428.8927,112308813972.9467,122360519029.6375,129680084836.6691,132885774673.9958,136732299244.6868,148851050089.5954,156632542510.4244,158656630134.3394,166616525284.5672,175024701514.0491,175556877361.2357,177816476803.5639,175809572445.3699,169867700237.038,174253981507.4397,190942470253.8315,193444656976.9285
Other small states,149343210678.9462,151548195009.0839,149070045708.5285,153034098895.2368,156065868211.5797,162705389668.9681,168112885582.5432,178075677354.8892,183363825865.2935,187688075636.3159,200911138409.0864,206950062144.0559,214459626735.0405,224670605389.7494,234981324216.0221,245944908203.6245,261459814305.697,276181794558.9288,281503345071.5764,273222169258.316,282267491679.9711,291768843769.4822,297667973893.4354,303472229464.4625,311344401843.9186,320864744704.2573,332856021038.4094,349058148894.7036,361658383199.171,376079575512.3416,354603005771.9803,378093281311.3478,394100165732.3478,404458266056.923
Pacific island small states,9894545053.115627,9772057034.009825,10269465220.04597,10469249757.13963,10964423167.61119,11388855082.92834,11787411331.21888,11604445010.53385,11766382181.54534,12414444970.70159,12229733160.69219,12386692750.30319,12689767982.65865,12894029863.10181,13449743427.33154,13709398400.10402,14004910198.63307,13978372961.12052,14217878316.35015,14095388686.84917,14593792619.31883,15110567679.74027,15275044253.26891,15829495483.3713,16485488809.2081,17139895374.12647,17730479050.33843,18502228446.75666,19060599525.38435,19187688236.25179,16884269245.85965,16328015736.69209,18253440948.21627,19389167014.58341
Pakistan,371666437763.7163,390478586348.5089,420568467210.4169,427960999760.6776,443955680746.5251,465987465964.4724,488571927288.8171,493527981429.0207,506114101282.509,524638549202.434,546988613138.7863,566961082799.0918,581672683569.9456,613090633473.7141,661103327854.397,709209003607.7172,752127762869.498,785558445527.7731,802215749225.9188,830073097004.2499,842538450143.46,865119465149.0139,891311682885.811,930234061250.3918,968526478209.654,1009378364242.302,1075733265592.484,1123416497011.63,1192525738990.645,1222310702240.677,1206737395064.252,1285342890384.162,1346757947320.271,1346223385114.877
Palau,272252388.1154343,285606974.6404541,267328054.1388648,234446587.402719,251561262.6650949,278981445.0570666,307995563.7298935,315079481.8997825,321380973.7344854,304026423.0298758,296109889.9934332,315358221.2816918,331177131.6149594,320502288.3699065,333127020.4029065,344499870.299612,344073653.8486032,350108760.4014263,330873941.4100757,306850493.0834336,304101448.4498447,319666198.9127188,323673045.355535,313845487.4708198,328815917.2231777,355778822.4354793,354213395.6167628,342666038.9196569,343042971.5624685,343729057.5055929,323107287.5543289,278538230.2731975,274865845.6687772,280025269.4433302
Panama,27836330176.80215,30458235723.47948,32956322800.17136,34754335521.53679,35744885207.74741,36371020781.59322,34274225646.77339,36916439412.22173,40012795477.34977,42098120670.73897,43870032876.18063,44286757893.87267,45397843441.25618,47711708102.91148,51612451959.83431,55883993112.89847,61392611712.28448,69467622068.24306,76551536001.08095,77785442697.07703,82509658741.94835,92335632700.25476,101225055032.5097,107626885734.7001,112605505019.7995,118536343727.2794,123955786339.5828,131075880415.4491,136211693037.2334,140438434341.2622,115410577991.7395,134415382039.5591,148891469563.9356,159908398388.5216
Papua New Guinea,12329045966.4808,13506087373.56882,15376556930.43299,18175441792.5947,19255446365.98891,18617619568.08314,20057449630.30091,19274328641.59908,18547857373.1197,18892022881.4244,18420696761.32698,18398354555.08985,18369119471.62337,18766646045.74471,19277319465.33754,20500426044.85657,21609487632.31509,23298309982.11659,23229240314.21703,24808926562.93406,27321687295.62279,27624286901.83471,28910782980.63354,30016604912.64928,34081985030.42681,36324019447.69438,38318053067.30627,39672447116.08043,39561660901.00925,41334226882.22468,40024993336.10844,39820324154.16318,42093102651.4103,43370924970.12467
Paraguay,40206049896.23248,41610708620.71729,42316604337.43752,44405504019.65231,46766952160.03172,49957772590.6794,50744000587.86503,52896822983.95866,52932812795.21071,52209708378.41223,51001502336.29346,50576121900.44624,50565296387.53972,52750094148.44209,54890386155.25716,56061467419.64026,58756407858.4406,61941958705.76657,65965889287.96275,65793627727.23177,73093582883.53831,76226645174.43967,75686927663.53181,81963702467.14893,86308793894.07295,88861075890.0578,92653689564.6568,97110405095.2844,100222065581.4697,99819318098.92365,99001013911.78088,102977624582.5788,103158904710.3765,108021943477.4301
Peru,139093797951.9255,142180649724.3912,141412150339.0391,148827205340.3576,167145402756.3193,179533208858.0764,184558295042.1051,196511811765.9989,195742394221.2856,198668568105.5355,204021437181.5245,205282069984.4976,216477187076.0128,225493512003.3219,236673938545.0574,251549038356.3949,270487911500.5502,293529120670.6949,320318256353.3932,323828379591.3874,350811246899.3058,373007749457.1162,395909398404.3535,419080068044.4321,429063214779.1197,443017400751.1404,460531290566.6619,472131315936.4809,490871866658.6099,501870497646.8212,446999457900.8084,506697261408.8236,520507296361.1308,517643557313.4446
Philippines,283126473617.1813,281890937770.9519,283068196261.7794,289244432888.4706,301895018069.9778,315858342273.9194,334368739912.7598,351710479274.008,349902368762.4566,361611680724.6912,377459330110.8521,388968938941.4935,403424016589.5143,423945837811.1981,451795808663.3071,474125839632.91,499332345525.6129,531885276934.8267,554992965268.9128,563031056381.5796,604326569015.6366,627642895066.8052,670931122437.4253,716222537885.4897,761688254921.529,810042584409.7644,867956228661.9431,928114173538.5018,986970399935.754,1047358437124.124,947667774087.5906,1001824458376.1,1077772591518.078,1137544255404.182
Poland,488194822450.1367,453945130017.7462,465361752954.7291,482758419272.6352,508309866864.7082,548617108832.9263,582049163245.8176,619061124449.3535,647671723563.6885,678107014698.9955,709681932211.839,718437595039.9635,732096490218.4136,757890966908.5431,796473645874.7123,822445239691.5996,873454174372.9713,932503588349.234,973382407364.0934,998837609017.494,1030490048515.998,1084647067263.43,1101044562880.425,1108578356881.389,1152040266965.616,1203096007374.179,1239563984969.933,1303431995372.21,1384842513087.062,1448274645154.871,1418794017992.206,1517076471195.128,1596805772399.347,1599022661841.77
Portugal,271204238575.3822,283051000253.2094,286134773912.1678,280288246949.4624,282992576023.263,295112527310.1251,305454328576.7959,318896967913.2081,334229417421.8021,347286347786.963,360539411474.8492,367547115618.743,370380627776.1589,366934157935.2185,373497640065.3194,376417822988.8552,382534742996.5432,392123281267.5502,393375123716.2451,381093645037.7479,387715621621.7077,381072007811.0035,365635151867.5176,362036911627.9872,364721022411.1617,370519350984.8535,377945081557.699,390472905721.9019,401977340283.2448,413014370677.9712,379128061198.3676,400202870822.2419,428160410810.3379,438976946380.8641
Post-demographic dividend,35116231399346.33,35402406964361.42,35928017359249.25,36165593004326.69,37100305110832.48,38030537821360.59,39067455905867.55,40351919783155.66,41433562642912.56,42856666000377.46,44610718014877.89,45359545419763.88,46080635958392.57,47032274803974.33,48587390884382.56,49931315220268.8,51469787947605.8,52859693690121.0,53085848814511.99,51155895807041.68,52651151758820.16,53568486499035.16,54121147380814.62,54872091806270.84,55867020417484.41,57011728519212.08,58039436203352.61,59480195888346.27,60810400050708.09,61923479898805.27,59277318557658.01,62634010042147.39,64152977953648.47,65320517690884.02
Pre-demographic dividend,1319826213530.804,1201959095234.716,1228966642181.195,1225796668694.285,1227634887473.012,1269492438247.047,1342283285780.36,1430630982649.207,1535784365394.114,1606082320179.464,1697037289099.869,1766881224619.119,1861026743693.154,1838431771100.69,2060259376000.55,2183797462715.801,2320492038442.356,2461253418779.591,2617064413358.637,2740280112525.93,2918441845882.251,3044792413583.465,3206610644303.151,3390828388988.331,3569971339602.361,3679006327401.044,3789174561323.798,3857280125583.96,3960942011365.662,4095437547969.861,3983600743786.553,4100178281535.722,4270075854787.001,4356679696182.858
Puerto Rico,94575186676.14513,96754568943.61713,101170497603.1414,105869388681.6256,110301037475.5366,115318618551.1321,117986754087.4854,123744610582.3798,130588585453.0795,137626918348.9227,142130022299.1367,151103360827.6659,152488161756.8181,152569620635.0026,165917443832.4009,162620765875.5561,160328765994.6726,158464452377.2216,155542155137.2068,152505310994.3308,151875076515.7388,151330588224.7094,151374890421.6171,150910431905.648,149114049276.1909,147549410420.2476,145684836860.5382,141481511164.7597,135310898292.0678,137577983403.6165,131826020840.1941,132333844622.7218,137055662093.2277,137827997374.6536
Qatar,31509683794.89614,30985919583.41055,34496787788.50037,34039658397.35542,34522581896.67754,35350860185.06296,36897075195.38726,47970640097.81547,53352299485.52483,55637946352.37365,60104630484.41351,62447621173.4051,66932704046.7652,69422572978.40173,82764838505.82425,88966207963.73738,112248883151.4003,132437582054.8336,155830769006.3656,174462770160.2601,208644094493.0851,236550610202.2366,247739482080.929,261503988394.2668,275453456556.5985,288546711656.5088,297388336577.5066,292934634864.8945,296552003240.6094,298592995593.3716,287970239241.1249,292655073646.2806,304902716905.2807,308522399730.5159
Romania,378218908013.7932,329359792456.543,300484067021.9147,305077971095.4549,317073462199.6302,336838272877.6522,350000909100.6196,333029145434.8642,326269276861.0276,325040348700.1281,333040295292.6501,350418952398.7034,370403315995.5527,379075003335.2331,418605373106.3887,438146491671.8024,473324445724.2168,507563826131.4998,554805162619.4103,524198192045.8971,503723998395.356,526369359558.5974,536389416001.4869,537884718847.0258,560024059752.119,577704221231.7263,594226172141.5969,642925848932.7971,682278890143.8229,709046491194.526,682993397468.7904,720870228056.5134,749454950450.7687,767473884321.735
Russian Federation,4430965465823.329,4207337321649.691,3595966031564.91,3284248265412.362,2871426272665.581,2752447909421.578,2649091579168.126,2686176630881.675,2543810300221.607,2706611989347.879,2977274996668.969,3129117546629.809,3276185818148.971,3515345821616.729,3768448888207.488,4009628314978.107,4338420573560.604,4707185357846.142,4951957549655.982,4565705162222.697,4771161894486.499,4976323248445.342,5176574783436.953,5267445523731.649,5306227998547.249,5201551018654.907,5211625906529.593,5306779254504.815,5455753571577.363,5575675165814.435,5427716010814.115,5732443748434.108,5613798699492.729,5815895452674.468
Rwanda,8275333438.04195,8067260137.888122,8541028160.15841,7848462503.292059,3904761797.899418,5280178151.393791,5953173594.363308,6777673402.309433,7378085088.357866,7699171111.628854,8343660713.278266,9051583641.194824,10245675219.40828,10471324690.89873,11251194123.14522,12306319763.13868,13441833211.93447,14467888423.37228,16082685232.97117,17087572820.23963,18340887582.25932,19800526706.8051,21511590837.57256,22526905350.05722,23916177031.82453,26034398295.96464,27588845896.70935,28669824038.29058,31111480206.24171,34050701578.43225,32901937327.97953,36474419075.95967,39449904828.41236,42701084980.53069
Samoa,674634233.4098753,659117562.478216,657799412.0823587,684769128.8424817,667361609.5250574,711898941.8414763,763005944.8907511,767915315.9246502,784770210.2357893,801920848.1669892,842763035.3621613,905044311.3599774,956197046.5700403,1006040050.412373,1037099124.866783,1105954247.435405,1129534598.17587,1135023939.219413,1175386578.572446,1169019772.741349,1240618959.661718,1288371350.439445,1240287654.066847,1241618399.328783,1249812134.263535,1297934423.461068,1401559728.082677,1421269615.86017,1412604886.815856,1475492063.429948,1429627218.758394,1328426324.828588,1257936159.645391,1365918547.055739
San Marino,,,,,,,,1726614182.834564,1855516616.916516,2023428998.154847,2067527199.288147,2182860956.098314,2189645294.734206,2274449527.682859,2377910691.880215,2435577570.285298,2528862226.528816,2708647200.379959,2695078523.108175,2416920639.036595,2284626035.636697,2094664553.831716,1947105188.50106,1931840426.570303,1918271749.298518,1962229053.1144,2008231666.033113,2013418234.91034,2043496796.998745,2085709006.820459,1947052932.128087,2217650250.237258,2392810056.988254,
Sao Tome and Principe,477556464.6200191,483291939.918397,486674968.9380006,492028386.7608638,502853019.0552778,512910088.0190171,520603744.8567098,525790628.931897,538935331.0517477,552408748.0455312,554885573.5465827,571889947.3836924,591106525.7309301,640118238.3483225,662765019.5487132,706604438.5683514,769252760.8304803,797264883.5842415,846924799.6181818,874893641.37586,887566084.0717378,905312365.29496,931955190.1329871,979668288.954311,1027732877.281359,1043556924.407303,1097580036.891261,1142723280.591765,1192753169.44633,1216778995.982252,1248717734.996789,1272434617.368745,1274581195.382688,1279325859.252147
Saudi Arabia,639522294846.1241,692095846428.4445,723797972237.6852,726547241192.4343,733470916150.2616,735756941416.5336,760071506844.6705,780193058871.5886,802068052228.9257,796987743265.9492,834591055818.2122,837466917745.1726,831701728798.3448,904631628356.9458,982710175129.5442,1041131253715.507,1075629314140.828,1099439629089.239,1168022893555.143,1155563476547.972,1213798015240.469,1347240076269.943,1420111161359.369,1456107830506.85,1511606256226.541,1579765475122.455,1609536040741.876,1624199697202.135,1676161528880.254,1694561319679.594,1633870015239.057,1716790721486.038,1845309405211.689,1831378891210.634
Senegal,22569745551.63597,23170092355.17829,23475991569.06523,23795315059.79565,23784007300.34219,25084655922.241,25591360254.71127,26370770987.46204,27926245460.07342,29680937545.068,30834698201.80686,32163936241.33277,32186031763.83274,33986502591.7025,35564595805.88465,37097514716.06702,37962172824.59546,39035408701.76309,40480955880.77912,41595034082.96296,43005475623.61444,43579207837.65405,45323681588.51479,46417063409.72253,49306095988.23548,52445436642.2476,55778904558.01863,59910719208.02405,63630720168.78781,66566404953.13475,67459775215.41868,71874343647.3324,74624158025.09227,78044975251.5906
Serbia,,,,,,71982097864.08871,76419766782.16583,83246507030.79727,87694070007.79239,78639212480.65855,83400889347.32614,89054234552.51738,94879314955.7591,99205517129.00323,105839258823.7813,112087477334.0874,116459633048.4815,125580834967.741,132061927203.7667,127911735259.1889,129972358344.9986,130042897565.3465,129465564280.6716,130050203274.2896,127703746148.8613,129358452768.8479,133207122599.5466,136355331458.7848,142694968545.9026,149473276270.3096,148053244284.335,159822080329.5721,164026977597.7032,170337868202.6589
Seychelles,1075888256.270193,1105587358.224519,1184891625.378502,1271428653.977344,1240449419.945402,1246466054.867814,1371087057.345994,1538272501.218727,1576228466.609511,1605735544.032988,1674030661.686216,1636010698.605609,1655852774.648242,1558370594.238469,1513949957.660879,1650292683.671646,1805521335.069983,1965780608.642796,1912194485.63125,1864783995.48965,1948794976.80544,2134121157.070315,2200506804.937589,2228095328.101732,2318638255.521202,2525321875.398594,2831328441.683847,3028223613.591893,3177801892.962874,3353035170.865501,2959393508.286192,2975737695.027598,3421409505.65097,3529584701.131392
Sierra Leone,10234695558.52439,10475411648.11708,8483731069.063475,8600344202.181955,8432862378.176136,7758254273.882069,7894320097.107021,7430364527.270021,7562997484.800243,7413304068.304579,7906491146.79766,7404788277.114478,9368844307.93168,10257350976.56098,10921908951.70222,11397394252.44096,11885557236.09369,12833616474.38626,13531238139.64308,13965513967.26183,14892473903.59772,15787486423.78531,18187460368.63646,22021197715.74825,23025199950.54731,18307089165.44181,19468990292.38363,20199817875.71319,20901337879.97922,22051477758.74658,21775095775.65464,23059141099.8544,24284401155.75864,25671045779.59448
Singapore,138251447003.0816,147498253382.8748,157291850625.8997,175316947562.8412,194769571372.2295,208745069379.6654,224341229414.0402,242997915174.8496,237673794388.8275,251264865521.206,273974978881.9845,271041082886.065,281675002394.5234,294486300975.8356,323758188300.6152,347607260222.9802,378915433023.9032,413099362750.7443,420797401026.7465,421335825536.0025,482512732846.1818,512500581547.636,535232532510.3175,561018060871.5553,583097152618.905,600454784671.7096,622002967448.1206,650073503063.0195,672937330452.7771,681988732836.3219,655597140120.9729,719129530581.8636,746730274150.63,754757861691.7129
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,1707402664.349839,1762039424.835355,1843093298.53652,1868722332.277539,1893141506.94385,1923060378.631778,1925095229.394753,1943725499.47426,1797261623.539158,1674023699.686313,1857580414.013043,1610210354.934762,1683919292.28275,1848943401.642511,1919203250.904927
Slovak Republic,92763220886.28976,79244091032.85649,73917710279.16823,75323126035.85262,79997326269.1679,84671967019.98946,89853534985.44978,94782756450.80534,98409245660.65608,97943512480.51396,98716507750.81174,101604122595.0555,106092234679.3374,111244814333.821,117240352474.8546,124843309628.4352,135986432633.1506,150698303168.4333,158780821233.7246,150039399673.1954,160227948350.5924,164333668648.7903,166912345177.2904,168086279150.2183,172637972594.5719,181575232424.94,185111989348.2955,190433463414.6832,198169099923.0241,202679228846.3629,197438931990.5923,208746236999.4268,209684914292.429,212575079620.0809
Slovenia,50610532069.57756,46106140091.37125,43587039939.78927,44826402251.69553,47214522440.5832,49153697644.09503,50585849067.11234,53201815353.40219,54831824465.48152,57720370874.30142,59739381222.69135,61429221119.55014,63445686574.96252,65472795998.81384,68449202102.90395,71087321135.60742,75287717562.66829,80662682202.11816,83382819853.75246,77053574011.32188,77910515637.89218,78421172252.85849,76134772703.13765,75507591775.16216,77593739413.71721,79450797148.66345,81861663224.02737,86097516842.05438,89867797460.12604,93017889929.95293,89218110844.37509,96703198367.17091,99313447416.19572,101411535205.5011
