REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,2488221554.71134,2534394469.914004,2680498409.16463,2776471958.151665,2926863603.507475,3191368847.563136,3362867975.707298,3563884850.218862,3799036503.262787,3823936864.300557,3962620383.302396,4120927210.544382,4358387600.398708,4701386276.070083,4643670096.198465,4742611928.063534,5240619049.491359,5784799119.231035,6129932487.304779,6473817206.131588,6512618291.909508,6433031815.402823,6299568219.956353,6356623024.036227,6758825363.170069,7139092751.149541,7519661681.171957,8018843592.090151,8158855312.116783,8381416559.393468,8615404668.151743,8329432815.323012,8835336566.45516,9409255132.557133,9429193673.379229,10012795187.1499,10200112185.86602,10669121816.63883,11052168152.49259,10970862757.51328,11770779974.65865,12091321063.13335,12545270107.72574,13115708313.2068,13933118990.72639,14776156180.00187,15746542343.93338,16720989901.63153,17428555328.71768,17004757718.28425,17639229093.96674,18315815357.18605,19072018181.90709,19604424966.41019,20203944075.62803,20979791685.41604,21796529142.77322,22852116284.63561,23730778960.53815,24338200129.36719,22156260473.81691,24940257609.68919,25973672631.77656,26904206369.37278
"Hong Kong SAR, China",,12533114060.61408,14324254244.81058,16582308816.00218,18013047689.12173,20650519720.96972,21021108255.03565,21358192144.60448,22083861995.51978,24588900128.51098,26852727459.39634,28811051291.97872,31868463293.70594,35781828409.24092,36646044492.80641,36826358339.71143,42779092306.27448,47795280906.05026,51743508962.48087,57723408857.01456,63558197419.63848,69444148479.94041,71492572640.29202,75765659918.70468,83322315549.20001,83953131034.95122,93235049474.31429,105727188260.2393,114726128283.2417,117338358640.3503,121833074614.4567,128779968353.3781,136809311130.5623,145293004053.0551,154062844750.1719,157719831420.4842,164436267537.1214,172822163118.92,162655654150.0135,166732920364.3046,179510301393.9212,180517138599.3324,183507767694.7985,189116286715.7004,205569444182.4756,220757235362.6524,236282223623.7646,251557511730.2801,256910444645.5251,250592668521.8568,267552017779.8179,280433874440.7549,285202060756.4322,294047626477.7671,302170465323.7168,309385622601.3481,316116094447.4368,328116190362.9939,337457421078.4261,331813812733.8955,310097369914.1784,330112320112.0021,317952397986.8845,328370191789.5193
Hungary,20724517597.7123,21698569924.80481,23022182690.21786,24334447103.56027,25478166117.42765,36283561915.50893,38968545497.25685,41891186409.55098,43943854543.6188,46975980507.12859,49183851590.96381,52233250389.60342,55419478663.36892,59243422691.14156,62738784629.91882,66628589276.97385,69027218490.94499,74273287096.25694,77541311728.492,79634927145.16139,79794196999.45224,82081693119.95702,84413706698.63618,85023988989.21497,87283967158.24722,87063079818.0462,88399453538.60863,91980718366.00536,91920688857.96638,92597615626.79816,89359792060.7738,78733089074.84807,76320565233.18983,75880875956.07385,78117202649.17258,79280778283.94476,79346116187.69745,81840061575.36269,85031827660.58371,87643177933.10838,91568886542.02428,95299483590.34482,99817905184.68132,103884735932.9831,109083772922.9502,113768132959.8238,118257499574.8794,118585513679.9334,119776044677.9376,111873380290.514,113077422068.6816,115188393760.1246,113748278485.3177,115798616344.3208,120699456740.6227,125174166987.3717,127929252772.2338,133394359768.3764,140547430034.0992,147383974295.8661,140770787502.3494,150710923361.9433,157618619387.2894,156187937314.8488
IBRD only,1859819877789.105,1881785619744.673,1940397971429.477,2032226038643.163,2198860510330.201,2335366971281.721,2466597373683.859,2568358780421.59,2731577295030.765,2947501925235.172,3174675584681.697,3368922674104.509,3593516480863.189,3846712235932.166,4068702759617.834,4258322816736.671,4526390354209.003,4737365977578.449,4931321785893.852,5169373397390.73,5431239890806.056,5549882234468.217,5709334957663.83,5806649988931.518,6092094389748.964,6363398630611.813,6608323826211.051,6930051656431.146,7209512892931.314,7439185091838.965,7584208258058.579,7670761807204.548,7790520080801.48,8079262352213.439,8371292157337.989,8706761145737.537,9182142416033.582,9674351990073.016,9932638265963.396,10304521920606.53,10912155146685.73,11307407607452.21,11824160227459.71,12527090527114.06,13483457369474.45,14451700907943.17,15650788404177.97,17051156722442.88,18058660005572.03,18560874713803.42,20012566464501.24,21289767835018.12,22449024818194.61,23619159183076.92,24754440987142.11,25841079101004.81,27018893017450.8,28435412929750.08,29840625313482.48,31024737311356.85,30613187333401.09,32921657570920.77,34094157743972.59,35651588365762.62
IDA & IBRD total,2166100766102.067,2191751440676.097,2269678634061.671,2377606197473.082,2560024979979.586,2712182998937.922,2848566583076.482,2939445175726.527,3116697041947.726,3367556506503.888,3629473277186.234,3852769873144.166,4083276241327.095,4355100572836.674,4615417969203.606,4798957563160.561,5096023964185.895,5329393477667.068,5528052672929.475,5785659368186.341,6067409874244.1,6180340412839.079,6335906218169.778,6424861403304.653,6716770513123.901,7013421877114.846,7276860911200.725,7621514046686.873,7934555270652.233,8179107185516.867,8352845058951.128,8454002746052.054,8590294845271.556,8886809115401.125,9186716059368.283,9551298045094.104,10067541776423.31,10593186470101.98,10882978379213.07,11282603625812.62,11929010509475.97,12365134764424.4,12939610546783.44,13697628654838.54,14732376068225.37,15778046027070.3,17058016004782.48,18542134560721.48,19624845033265.71,20207174267188.7,21760393908621.35,23110505771720.1,24331701037850.97,25601724528933.97,26845881331040.0,28002742765817.68,29250666389661.22,30755640597613.35,32261435108945.25,33542019705130.58,33108820901972.58,35527901834613.54,36812974784647.17,38456511205441.59
IDA blend,116717893419.0237,118346397733.8745,123505290583.1531,133309481535.0147,140278870091.8511,148420228601.2922,148419430035.5304,137206966864.1622,140548623951.7892,162461847491.8986,191286145918.0115,211426275040.8398,219937228545.33,232338251175.9061,252017378590.707,247104411443.2835,262812133277.9355,276666963789.667,275527669816.9466,291668562748.3763,307562213892.9373,295334930110.5762,292221548135.9244,283788024093.798,288550155866.0276,306153243196.2097,315160270831.4493,327191442878.5613,348243964564.6729,359246624332.136,382337879697.6245,390128604467.6145,402133986565.397,401262362339.7034,405008032977.0057,413220970691.1967,432213189873.8038,440964357836.6942,452854246587.9105,462309717099.8787,479763316584.4487,500672282757.6699,535440102734.2244,562358883298.8728,605031356709.4469,642561060632.2213,680174671578.8495,718344370526.9214,748160268217.4252,792755954995.285,839761169518.713,878386474958.8944,916791452157.6989,967224839322.3542,1021215537126.589,1058990581097.269,1080829686243.237,1108423334711.743,1150767711820.278,1183467656974.191,1165437288363.044,1225717563837.398,1277886637363.26,1310220490708.802
IDA only,,175865577741.8285,188426334015.4863,193228019823.8833,202255329348.9624,209309475876.3569,216091602849.5714,220521965950.5305,231983370011.5857,242064457188.2251,244242665608.2744,250776688617.6102,250143448287.5043,257004420648.7421,272835901144.4387,275998169837.777,288780850939.6295,296814306540.0891,305555465337.1938,309019276605.7903,313470100476.1224,323709843108.2795,326288668895.0167,329729321898.485,335075909192.516,342817484912.7018,353386160688.6198,365937117468.8422,376817406328.9265,381795012318.8421,385952170373.7155,392793745341.9174,397174505058.4307,405839563641.6957,409780460064.4845,430911804717.5901,452746100194.4421,477593698256.9108,497435116072.738,515796186098.0381,536922489952.1397,556851292185.401,579609195119.4227,607667812371.1124,643099903311.8436,682864032039.5945,725929912428.3412,771226643601.6135,816669376667.0742,851829209190.1459,906451484764.0492,940952015338.1892,964705331767.8136,1014081027864.201,1068776942921.735,1101364851760.275,1149843339500.406,1210915072671.713,1269241407553.99,1332978410920.522,1329260497101.343,1380250670870.166,1440458603669.297,1494452998921.59
IDA total,287551002924.8279,291006756076.8917,308243891726.7166,323268321514.7578,339169368933.4363,354497648429.7569,360803921209.0586,352861068801.3076,367150067845.3607,399999339155.8195,432846096583.6432,460362919954.295,468795839042.5722,488410247588.0547,524190113010.046,521954875480.3693,550600571548.8423,572781204694.7874,579889487278.5771,600143601996.8578,621067865086.0554,618117119613.6709,617341184731.6442,611952785810.3556,622041476158.8463,647670268031.3096,667198234162.4158,691741445912.7584,724291816437.054,740634390247.8098,768994168227.2498,783664331972.685,800250500520.8174,807837473426.3673,815527634097.305,844611762188.7998,885416751297.7888,918688283336.177,950273661466.9677,977918741500.944,1016456097558.948,1057338627531.782,1115102566945.025,1170099695464.421,1248378293630.575,1325689452627.914,1406335613868.792,1489743067142.552,1564796899067.058,1644564187322.823,1746186257946.387,1819318179198.729,1881493230901.468,1981305867186.555,2089992480048.323,2160355432857.544,2230673025743.644,2319338407383.458,2420009119374.267,2516446067894.714,2494697785464.388,2605968234707.564,2718345241032.556,2804581327506.952
Iceland,2370646836.540009,2368888196.45356,2565855886.136405,2829651899.104512,3109275672.850699,3336140244.003264,3628074498.354635,3582349856.106827,3385382166.423975,3466279610.400862,3724799703.109601,4211289745.068719,4471435196.825001,4775761508.667775,5048280413.889517,5080900131.37437,5383689640.724073,5858653667.775379,6211152138.636092,6513050303.601075,6887415271.142199,7181164023.39095,7335886960.28666,7178080169.668933,7474471587.269287,7720594077.29409,8204717169.154069,8905887360.250032,8897896461.820732,8920892169.071585,9025210435.70435,9005036784.585083,8701216382.78944,8815502462.294504,9133641416.950918,9144289754.981989,9561920769.22616,10113797776.40472,10858456575.50947,11296586994.51703,11859726687.76694,12335716528.3788,12404737216.25744,12670532078.99463,13659137611.52823,14495683157.73755,15411374460.63404,16714384610.17128,17083688339.56098,15774426999.34877,15327572988.26178,15610486135.63693,15776524980.77454,16494745020.42302,16773046835.50699,17517210519.09116,18621440660.00187,19402600566.92715,20351227274.14696,20729999827.29071,19291243912.70675,20304846331.87765,22130761184.01706,23245527336.2072
India,136368119594.4777,141444753584.2244,145590679986.918,154317899661.7153,165819135753.5957,161448524536.3984,161359197052.8567,173987108161.045,179881668161.5058,191645390152.6201,201528983203.524,204839964083.5592,203706581888.4176,210419775347.359,212913957231.5456,232395396987.3911,236260373289.5359,253400507185.4854,267876092471.3678,253844253326.1435,270942749191.3577,287216122417.7137,297198988654.3625,318861504646.3476,331044366862.9199,348438428459.1604,365081813582.1386,379558605848.7108,416101684459.1185,440848680243.3604,465242841648.5103,470159674247.9559,495935689518.4682,519496484311.5415,554089360749.6437,596058814154.2157,641058406947.1089,667020123972.2142,708271422053.2161,770923380745.0967,800534479623.6105,839151992864.8115,871073127580.0903,939542798342.0022,1013982178697.244,1094324353140.523,1182534912713.8,1273126725479.641,1312424303406.43,1415605643155.69,1535897931732.143,1616399198833.916,1704596203504.316,1813453530766.626,1947834564908.948,2103588360044.939,2277267041550.362,2432016068497.751,2588974770244.567,2689205295885.311,2533830417086.542,2779348258938.767,2973542414790.519,3215973434046.11
Indonesia,52777607846.74787,55807383386.90637,56835342945.16845,55563919281.00018,57525157911.89468,58147343960.31948,59770437999.68771,60595510803.03594,67209619013.45718,71794859674.66335,77218698922.88185,82642538171.10036,88458625145.5016,95627290486.03664,102928121323.0443,108051163597.7292,115492177183.5368,125610822870.3437,134110995002.7259,143933699330.9378,158154460404.6335,170691612505.2634,174526106280.7796,181843928966.1226,194528502799.844,199318073812.1146,211028100548.2004,221423191500.8724,234222555737.9223,251687564204.8716,269915108922.4853,288571594922.7436,307321553108.5609,327286415440.6079,351963716564.3749,380895160107.8848,410674256291.2482,429975448821.108,373533751969.7245,376488874906.6245,395012382612.0121,409404526234.825,427825582141.8182,448277224165.1586,470829486237.1284,497631790460.6515,525006275321.7368,558318040182.3246,591893632264.7279,619291626040.0465,657835433797.5922,698422460504.7571,740537688645.515,781691320719.3063,820828013260.627,860854232717.7178,904181621813.478,950021694198.7678,999178586345.5864,1049330234035.853,1027656193922.984,1065709127435.862,1122270779856.212,1178924195856.709
"Iran, Islamic Rep.",50350548202.74193,55582432557.78053,59978596070.59434,64202333927.26099,69643628268.64362,81507915872.76039,90883288325.82053,101110205808.4473,115674304556.6428,133623091839.0011,148224891000.3953,168534047458.465,192969825709.8168,207330025746.5823,219357345962.9414,218641766675.0807,258566705735.0573,251395157266.7943,219113865436.2133,192774712987.1186,151136050943.1698,142526151688.0669,175551236248.121,195014104732.1362,181090389202.493,184472523734.2104,166422061469.4313,166135636307.7705,156031272523.1397,165599290646.8348,188112392401.3687,212033043458.9375,219025854894.6479,215803959419.1937,212138990732.0359,217232542412.2039,231027951541.1145,234147751320.8057,239018052131.5929,243804857658.0151,258056537599.9298,264229695673.4188,285576361691.9237,310248155725.9374,323702581958.8845,334028060129.5156,350728779278.205,379333424180.106,380285006930.5263,384115942807.7662,406386748156.485,417138595177.3304,401507697046.151,395396833390.8685,415106476157.8195,409191686496.6768,445262288195.3403,457544871772.7278,449135162389.1415,435344072056.5437,449842285446.3412,471073841462.0306,488864564083.0748,513527246086.2762
Iraq,7007485325.468277,7520837447.640451,7867047598.88061,8059609507.871159,9254568661.853828,10250719342.41674,10759449895.17186,9806505271.711948,11719960412.04952,12100177780.92442,12650053064.67057,13329936812.088,13827850446.63009,14438869357.75292,16765457417.89926,18859574485.22083,22098725966.93146,22518592787.00632,26359581201.66724,31860629533.67176,39747322739.97826,39457673064.89678,40812640889.32318,35477076845.74785,34950156507.43324,35458295526.75838,37106251927.41999,40559093082.9659,40551371874.048,39286763062.09292,62001516291.87777,22291338827.23423,29556579056.31266,38509216455.93047,39993566700.06192,40841438911.77367,45342486348.25194,54972294638.09985,74213129683.89607,87259924322.49042,101916218527.3989,103716679377.5553,95208069160.7452,60307856288.93028,92503535426.8886,94053181141.5504,99356180856.47755,101232561440.9688,109562085020.285,113264515567.2116,120516349622.4511,129611081238.5141,147674239072.7668,158939252263.8336,162537141323.7745,166774104959.1017,189767872908.4262,186314571374.7424,191221819559.3783,201765390224.3615,177479307669.5691,180145367592.8125,193908133926.6736,188215848693.2577
